,0.625 MHz,1.25 MHz,1.875 MHz,2.5 MHz,3.125 MHz,3.75 MHz,4.375 MHz,5 MHz,5.625 MHz,6.25 MHz
11609,4352,-7168,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11610,12800,-15872,-14848,14592,10240,3072,-15872,9216,-15104,14336
11611,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11612,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11613,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11614,-4352,-7168,1280,-15872,10240,-11776,-4864,14848,14592,14336
11615,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11616,-16128,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11617,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11618,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11619,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11620,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11621,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11622,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11623,5632,11520,-15616,11008,-10240,15872,-12800,0,8448,14336
11624,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11625,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11626,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11627,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,768,14336
11628,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11629,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11630,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11631,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11632,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11633,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11634,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11635,-12800,-16128,14848,14592,-10496,3072,15872,9216,14848,14336
11636,-16128,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11637,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11638,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11639,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11640,12800,-16128,-14848,14592,10240,3072,-15872,8960,-15104,14336
11641,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11642,13312,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11643,5632,11520,-15616,11008,-10240,15872,-12800,256,8448,14336
11644,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11645,-12800,-15872,14848,14592,-10496,3072,15872,8960,14848,14336
11646,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11647,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11648,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11649,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11650,12800,-15872,-14848,14592,10240,3072,-15872,9216,-14848,14336
11651,16128,-2560,10496,-7936,-10496,6656,4864,-9472,-9728,14336
11652,13568,14336,8448,-2048,10240,-13824,12800,-14848,-768,14336
11653,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11654,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11655,-12800,-15872,14848,14592,-10240,3072,15872,8960,14848,14336
11656,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11657,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11658,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11659,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11660,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11661,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11662,13568,14336,8192,-2048,10240,-13824,12800,-14848,-768,14336
11663,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11664,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11665,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11666,-16128,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11667,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11668,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11669,4352,-7168,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11670,12800,-16128,-14848,14592,10240,3072,-15872,8960,-14848,14336
11671,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11672,13312,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11673,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11674,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11675,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11676,-16128,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11677,-13568,14336,-8192,-2048,-10240,-13824,-12800,-14848,768,14336
11678,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11679,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11680,12800,-16128,-14848,14592,10240,3072,-15872,9216,-14848,14336
11681,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11682,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11683,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11684,-4352,-7424,1280,-15872,10240,-11776,-5120,14848,14592,14336
11685,-12800,-15872,14848,14592,-10240,3072,15872,8960,14848,14336
11686,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11687,-13568,14336,-8448,-2048,-10240,-13824,-12800,-14848,768,14336
11688,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11689,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11690,12800,-15872,-14848,14592,10240,3072,-15872,9216,-14848,14336
11691,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11692,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11693,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11694,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11695,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11696,-16128,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11697,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11698,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11699,4352,-7424,-1280,-15872,-10240,-11776,4864,14848,-14592,14336
11700,12800,-15872,-14848,14592,10240,3072,-15872,9216,-15104,14336
11701,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11702,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11703,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11704,-4352,-7168,1280,-15616,10240,-11776,-4864,14848,14592,14336
11705,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11706,-16128,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11707,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11708,-5632,11520,15616,11008,10496,15872,12800,0,-8448,14336
11709,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11710,12800,-16128,-14848,14592,10240,3072,-15872,9216,-14848,14336
11711,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11712,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11713,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11714,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11715,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11716,-16128,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11717,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11718,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11719,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11720,12800,-15872,-14848,14592,10240,3072,-15872,9216,-15104,14336
11721,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11722,13568,14336,8448,-1792,10240,-13824,12800,-14848,-768,14336
11723,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11724,-4352,-7168,1536,-15872,10240,-11776,-4864,14848,14336,14336
11725,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11726,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11727,-13568,14336,-8192,-1792,-10240,-13824,-12800,-14848,768,14336
11728,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11729,4352,-7424,-1536,-15872,-10496,-11776,4864,14848,-14592,14336
11730,12800,-16128,-14848,14592,10240,3072,-15872,9216,-14848,14336
11731,16128,-2560,10496,-7936,-10240,6656,4864,-9472,-9728,14336
11732,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11733,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11734,-4608,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11735,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11736,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11737,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11738,-5632,11520,15616,11008,10240,15872,12800,256,-8448,14336
11739,4352,-7424,-1536,-15616,-10240,-11776,4864,14848,-14592,14336
11740,12800,-16128,-14848,14592,10240,3072,-15872,9216,-15104,14336
11741,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11742,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11743,5632,11520,-15616,11008,-10240,15872,-12800,0,8448,14336
11744,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11745,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11746,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11747,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11748,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11749,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11750,12800,-16128,-14848,14592,10240,3072,-15872,9216,-15104,14336
11751,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11752,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11753,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11754,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11755,-12800,-16128,14848,14592,-10496,3072,15872,9216,14848,14336
11756,-16384,-2560,-10496,-7936,10240,6656,-4864,-9472,9728,14336
11757,-13568,14336,-8448,-1792,-10496,-13824,-12800,-14848,768,14336
11758,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11759,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11760,12800,-16128,-14848,14592,10240,3072,-15872,9216,-15104,14336
11761,16384,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11762,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11763,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11764,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14080
11765,-12800,-15872,14848,14592,-10240,3072,15872,9216,14848,14336
11766,-16128,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11767,-13568,14336,-8192,-1792,-10240,-13824,-12800,-14848,768,14336
11768,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11769,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11770,12800,-16128,-14848,14592,10240,3072,-15872,8960,-15104,14336
11771,16128,-2560,10752,-7936,-10240,6656,4864,-9216,-9728,14336
11772,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11773,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11774,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11775,-12800,-16128,14848,14592,-10496,3072,15872,9216,14848,14336
11776,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11777,-13568,14336,-8192,-1792,-10240,-14080,-12800,-14848,768,14336
11778,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11779,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11780,12800,-16128,-14848,14592,10240,3072,-15872,9216,-14848,14336
11781,16128,-2560,10752,-7936,-10240,6656,4864,-9216,-9728,14336
11782,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11783,5632,11520,-15872,11008,-10240,15872,-12800,256,8448,14336
11784,-4608,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11785,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11786,-16128,-2560,-10496,-7936,10496,6656,-4864,-9216,9728,14336
11787,-13568,14336,-8192,-1792,-10240,-13824,-12800,-14848,768,14336
11788,-5632,11520,15872,11008,10496,15872,12800,0,-8448,14336
11789,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11790,12800,-16128,-14848,14592,10240,3072,-15872,9216,-15104,14336
11791,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11792,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11793,5632,11520,-15872,11008,-10496,15872,-12800,0,8448,14336
11794,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11795,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11796,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11797,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11798,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11799,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11800,12800,-16128,-14848,14592,10240,3072,-15872,9216,-15104,14336
11801,16128,-2560,10752,-7936,-10240,6656,4864,-9216,-9728,14336
11802,13568,14336,8192,-1792,10496,-13824,12800,-14848,-768,14336
11803,5632,11520,-15872,11008,-10496,15872,-12800,0,8448,14336
11804,-4608,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11805,-12800,-15872,14848,14592,-10240,3072,15872,9216,14848,14336
11806,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11807,-13568,14336,-8192,-1792,-10240,-13824,-12800,-14848,768,14336
11808,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11809,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11810,12800,-15872,-14848,14592,10240,3072,-15872,9216,-14848,14336
11811,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11812,13312,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11813,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11814,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11815,-12800,-16128,14848,14592,-10240,3072,15872,8960,14848,14336
11816,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11817,-13568,14336,-8192,-1792,-10240,-13824,-12800,-14848,768,14336
11818,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11819,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14336,14336
11820,12800,-16128,-14848,14592,10240,3072,-15872,9216,-15104,14336
11821,16128,-2560,10752,-7936,-10240,6656,4864,-9216,-9728,14336
11822,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11823,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11824,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14336,14336
11825,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11826,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11827,-13568,14336,-8192,-1792,-10240,-13824,-12800,-14848,768,14336
11828,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11829,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11830,12800,-16128,-14848,14592,10240,3072,-15872,9216,-14848,14336
11831,16128,-2560,10752,-7936,-10240,6656,4864,-9216,-9728,14336
11832,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11833,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11834,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11835,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11836,-16384,-2560,-10496,-7936,10496,6656,-4864,-9216,9728,14336
11837,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11838,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11839,4608,-7424,-1536,-15872,-10240,-11776,4864,14848,-14336,14336
11840,12800,-15872,-14848,14592,10240,3072,-15872,9216,-14848,14336
11841,16128,-2560,10752,-7936,-10240,6656,4864,-9216,-9728,14336
11842,13568,14336,8192,-1792,10496,-13824,12800,-14848,-768,14336
11843,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11844,-4352,-7424,1280,-15872,10240,-11776,-4864,14848,14592,14336
11845,-12800,-16128,14848,14592,-10240,3072,15872,9216,15104,14336
11846,-16384,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11847,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11848,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11849,4352,-7424,-1536,-15872,-10496,-11776,4864,14848,-14592,14336
11850,12800,-16128,-14848,14592,10240,3072,-15872,9216,-14848,14336
11851,16128,-2560,10752,-7936,-10240,6656,4864,-9216,-9728,14336
11852,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11853,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11854,-4352,-7424,1536,-15872,10496,-11776,-4864,14848,14336,14336
11855,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11856,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11857,-13568,14336,-8448,-1792,-10496,-13824,-12800,-14848,768,14336
11858,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11859,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11860,12800,-16128,-14848,14592,10240,3072,-15872,9216,-14848,14336
11861,16128,-2560,10496,-7936,-10496,6656,4864,-9216,-9728,14336
11862,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11863,5632,11520,-15872,11008,-10496,15872,-12800,0,8448,14336
11864,-4352,-7424,1536,-15872,10240,-11776,-4864,14848,14592,14336
11865,-12800,-15872,14848,14592,-10240,3072,15872,9216,14848,14336
11866,-16128,-2560,-10496,-7936,10496,6656,-4864,-9216,9728,14336
11867,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11868,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11869,4352,-7424,-1536,-15872,-10496,-11776,4864,14848,-14592,14336
11870,12800,-15872,-14848,14592,10496,3072,-15872,9216,-14848,14336
11871,16128,-2560,10752,-7936,-10496,6656,4864,-9216,-9728,14336
11872,13568,14336,8192,-1792,10240,-13824,12800,-14848,-768,14336
11873,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11874,-4352,-7424,1536,-15872,10496,-11776,-4864,14848,14592,14336
11875,-12800,-15872,14848,14592,-10496,3072,15872,9216,15104,14336
11876,-16128,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11877,-13568,14336,-8192,-1792,-10496,-14080,-12800,-14848,768,14336
11878,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11879,4352,-7424,-1536,-15872,-10496,-11776,4864,14848,-14592,14336
11880,12800,-15872,-14848,14592,10240,3072,-15872,9216,-14848,14336
11881,16128,-2560,10496,-7936,-10496,6656,4864,-9216,-9728,14336
11882,13312,14336,8192,-1792,10496,-13824,12800,-14848,-768,14336
11883,5632,11520,-15872,10752,-10240,15872,-12800,0,8448,14336
11884,-4608,-7424,1536,-15872,10240,-11776,-5120,14848,14592,14336
11885,-12800,-16128,14848,14592,-10240,3072,15872,9216,15104,14336
11886,-16384,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11887,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11888,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11889,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14336,14336
11890,12800,-16128,-14848,14592,10240,3072,-15872,9216,-15104,14336
11891,16128,-2560,10496,-7936,-10240,6656,4864,-9216,-9728,14336
11892,13568,14336,8192,-1792,10240,-14080,12800,-14848,-768,14336
11893,5632,11520,-15872,11008,-10496,15872,-12800,0,8448,14336
11894,-4352,-7424,1536,-15872,10496,-11776,-4864,14848,14336,14336
11895,-12800,-16128,14848,14592,-10496,3072,15872,9216,15104,14336
11896,-16384,-2560,-10752,-7936,10240,6656,-4864,-9216,9728,14336
11897,-13568,14336,-8448,-1792,-10240,-13824,-12800,-14848,768,14336
11898,-5632,11520,15872,11008,10240,15872,12800,0,-8448,14336
11899,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11900,12800,-15872,-14848,14592,10496,3072,-15872,9216,-15104,14336
11901,16128,-2560,10752,-7936,-10496,6656,4864,-9216,-9728,14336
11902,13568,14336,8448,-1792,10240,-13824,12800,-14848,-768,14336
11903,5632,11520,-15872,11008,-10240,15872,-12800,0,8448,14336
11904,-4352,-7424,1536,-15872,10240,-11520,-4864,14848,14336,14336
11905,-12800,-16128,14848,14592,-10240,3072,15872,9216,14848,14336
11906,-16384,-2560,-10496,-7936,10240,6656,-4864,-9216,9728,14336
11907,-13568,14336,-8448,-1792,-10240,-14080,-12800,-14848,768,14336
11908,-5632,11520,15616,11008,10240,15872,12800,0,-8448,14336
11909,4352,-7424,-1536,-15872,-10240,-11776,4864,14848,-14592,14336
11910,12800,-16128,-14848,14592,10496,3072,-15872,9216,-14848,14336
11911,16128,-2560,10496,-7936,-10496,6656,4864,-9216,-9728,14336
11912,13568,14336,8192,-1792,10496,-13824,12800,-14848,-768,14336
